Answer: 
( _[]_[]_[]_[]_[]_ , 231 )
( [][_[_[_[_[_[]]_]]]]_ , 2 )
( [][_[_[_[_[_[]_]_]]]]_ , 1 )
( [][_[_[[]_]]]_ , 102 )
( [][_[_[_[]_]]]_ , 432 )
( [][_[_[_[_[]]_]]]_ , 94 )
( [][_[_[_[[]_]_]]]_ , 76 )
( [][_[_[_[_[]_]_]]]_ , 212 )
( [][_[_[_[_[_[]_]]_]]]_ , 27 )
( [][_[_[_[_[_[]]]_]]]_ , 9 )
( [][_[_[_[_[[]_]]_]]]_ , 17 )
( [][_[_[_[_[_[]_]_]_]]]_ , 15 )
( [][_[_[_[_[]_[]]_]]]_ , 4 )
( [][_[_[_[_[][]]_]]]_ , 6 )
( [][_[_[_[[][]_]_]]]_ , 2 )
( [][_[_[_[[]_[]]_]]]_ , 2 )
( [][_[_[_[[_[]_]_]_]]]_ , 8 )
( [][_[_[_[[_[]]_]_]]]_ , 2 )
( [][_[_[_[[[]_]_]_]]]_ , 2 )
( [][_[_[_[_[[]_]_]_]]]_ , 15 )
( [][_[_[_[_[]_[]_]_]]]_ , 2 )
( [][_[_[_[_[][]_]_]]]_ , 3 )
( [][_[_[_[_[_[[]_]_]]_]]]_ , 1 )
( [][_[_[_[_[_[]]_]_]]]_ , 2 )
( [][_[_[[_[]]_]]]_ , 28 )
( [][_[_[[_[]_]_]]]_ , 30 )
( [][_[[]_]]_ , 135 )
( [][_[[_[]]_]]_ , 121 )
( [][_[[[]_]_]]_ , 95 )
( [][_[[_[]_]_]]_ , 447 )
( [][_[[_[]_[]]_]]_ , 52 )
( [][_[[[]_[]_]_]]_ , 40 )
( [][_[[[][]_]_]]_ , 32 )
( [][_[[_[][]_]_]]_ , 47 )
( [][_[[[]_[]]_]]_ , 26 )
( [][_[[_[_[]]]_]]_ , 36 )
( [][_[[_[[]_]]_]]_ , 40 )
( [][_[[_[_[]_]]_]]_ , 92 )
( [][_[[[_[]]_]_]]_ , 75 )
( [][_[[[[]_]_]_]]_ , 30 )
( [][_[[[_[]_]_]_]]_ , 137 )
( [][_[[_[_[]]_]_]]_ , 132 )
( [][_[[_[[]_]_]_]]_ , 114 )
( [][_[[_[_[]_]_]_]]_ , 309 )
( [][_[[_[][]]_]]_ , 27 )
( [][_[[[][[]_]_]_]]_ , 1 )
( [][_[[_[]_[]_]_]]_ , 68 )
( [][_[[_[_[_[]_]]]_]]_ , 5 )
( [][_[[_[_[_[]]]]_]]_ , 1 )
( [][_[[_[_[[]_]]]_]]_ , 1 )
( [][_[[_[_[_[]_]_]]_]]_ , 2 )
( [][_[[[[][]_]_]_]]_ , 1 )
( [][_[[[[]_[]_]_]_]]_ , 1 )
( [][_[[[_[_[]_]]_]_]]_ , 16 )
( [][_[[[[_[]]_]_]_]]_ , 6 )
( [][_[[[[[]_]_]_]_]]_ , 1 )
( [][_[[[[_[]_]_]_]_]]_ , 5 )
( [][_[[[_[_[]]_]_]_]]_ , 2 )
( [][_[[[_[[]_]_]_]_]]_ , 1 )
( [][_[[[_[_[]_]_]_]_]]_ , 4 )
( [][_[[_[_[_[]_]]_]_]]_ , 37 )
( [][_[_[]_]]_ , 1286 )
( [][_[_[_[]_]_]]_ , 2674 )
( [][_[_[_[]]_]]_ , 895 )
( [][_[_[[]_]_]]_ , 819 )
( [][_[_[_[][]]_]]_ , 100 )
( [][_[_[[][]_]_]]_ , 83 )
( [][_[_[[]_[]_]_]]_ , 76 )
( [][_[_[_[_[]_]]_]]_ , 354 )
( [][_[_[[_[]]_]_]]_ , 142 )
( [][_[_[[[]_]_]_]]_ , 89 )
( [][_[_[[_[]_]_]_]]_ , 290 )
( [][_[_[_[_[]]_]_]]_ , 278 )
( [][_[_[_[[]_]_]_]]_ , 305 )
( [][_[_[_[_[]_]_]_]]_ , 592 )
( [][_[_[_[][]_]_]]_ , 97 )
( [][_[_[_[]_[]_]_]]_ , 104 )
( [][_[_[_[_[]]]_]]_ , 132 )
( [][_[_[_[[]_]]_]]_ , 205 )
( [][_[_[_[]_[]]_]]_ , 113 )
( [][_[_[[]_[]]_]]_ , 71 )
( [][_[_[[_[_[]_]]_]_]]_ , 26 )
( [][_[_[[_[_[]]]_]_]]_ , 5 )
( [][_[_[[_[[]_]]_]_]]_ , 5 )
( [][_[_[[_[_[]_]_]_]_]]_ , 6 )
( [][_[_[_[_[_[]_]]_]_]]_ , 45 )
( [][_[_[_[][_[]]]_]]_ , 4 )
( [][_[_[_[][_[]_]]_]]_ , 2 )
( [][_[_[_[_[[]_]_]]_]]_ , 10 )
( [][_[_[_[_[_[]]]_]_]]_ , 11 )
( [][_[_[_[_[[]_]]_]_]]_ , 19 )
( [][_[_[_[_[_[]_]_]_]_]]_ , 17 )
( [][_[_[[][]]_]]_ , 32 )
( [][_[[[_[_[]]]_]_]]_ , 3 )
( [][_[[[_[[]_]]_]_]]_ , 3 )
( [][[_[][]_[]]_]_ , 19 )
( [][[_[][]]_]_ , 53 )
( [][[_[_[]_][]]_]_ , 18 )
( [][[_[]_[]_[]]_]_ , 15 )
( [][[_[]_[]]_]_ , 192 )
( [][[_[_[]]_[]]_]_ , 43 )
( [][[_[[]_]_[]]_]_ , 48 )
( [][[_[_[]_]_[]]_]_ , 59 )
( [][[_[_[][]]_[]]_]_ , 1 )
( [][[[]_[]_[]_]_]_ , 29 )
( [][[[]_[]_]_]_ , 299 )
( [][[[]_[_[]]_]_]_ , 63 )
( [][[[]_[_[]_]_]_]_ , 122 )
( [][[[][]_[]_]_]_ , 14 )
( [][[[][][]_]_]_ , 8 )
( [][[[][]_]_]_ , 65 )
( [][[[][[]_]_]_]_ , 14 )
( [][[[][_[]_]_]_]_ , 22 )
( [][[[]_[][]_]_]_ , 28 )
( [][[[]_[[]_]_]_]_ , 55 )
( [][[[][_[]]_]_]_ , 17 )
( [][[_[][]_[]_]_]_ , 42 )
( [][[_[][][]_]_]_ , 30 )
( [][[_[][]_]_]_ , 289 )
( [][[_[][[]_]_]_]_ , 31 )
( [][[_[][_[]_]_]_]_ , 63 )
( [][[_[][_[]]_]_]_ , 45 )
( [][[_[_[]_][]_]_]_ , 75 )
( [][[_[_[]][]_]_]_ , 36 )
( [][[_[[]_][]_]_]_ , 54 )
( [][[_[]_[]_[]_]_]_ , 19 )
( [][[_[]_[]_]_]_ , 728 )
( [][[_[]_[_[]]_]_]_ , 55 )
( [][[_[]_[_[]_]_]_]_ , 63 )
( [][[_[_[]]_[]_]_]_ , 105 )
( [][[_[[]_]_[]_]_]_ , 139 )
( [][[_[_[]_]_[]_]_]_ , 129 )
( [][[_[]_[][]_]_]_ , 16 )
( [][[_[]_[[]_]_]_]_ , 37 )
( [][[_[_[]][_[]_]_]_]_ , 2 )
( [][[_[[]_][_[]_]_]_]_ , 6 )
( [][[_[_[]_][_[]_]_]_]_ , 6 )
( [][[_[_[]]_[_[]_]_]_]_ , 2 )
( [][[_[[]_]_[_[]_]_]_]_ , 2 )
( [][[[][]_[]]_]_ , 12 )
( [][[[]_[]_[]]_]_ , 31 )
( [][[[]_[]]_]_ , 62 )
( [][[_[]]_]_ , 95 )
( [][[_[_[]]]_]_ , 95 )
( [][[_[_[]_]]_]_ , 338 )
( [][[_[[]_]]_]_ , 86 )
( [][[_[_[]_[]]]_]_ , 19 )
( [][[_[[][]]]_]_ , 4 )
( [][[_[[[]_]_]]_]_ , 20 )
( [][[_[_[_[]]_]]_]_ , 95 )
( [][[_[_[_[]_]_]]_]_ , 193 )
( [][[_[]_]_]_ , 566 )
( [][[_[_[]]_]_]_ , 387 )
( [][[_[[]_]_]_]_ , 320 )
( [][[_[_[]_]_]_]_ , 1208 )
( [][[_[_[]_[]]_]_]_ , 42 )
( [][[_[[]_[]_]_]_]_ , 51 )
( [][[_[[][]_]_]_]_ , 51 )
( [][[_[_[][]_]_]_]_ , 57 )
( [][[_[[]_[]]_]_]_ , 37 )
( [][[_[_[_[]]]_]_]_ , 92 )
( [][[_[_[[]_]]_]_]_ , 92 )
( [][[_[_[_[]_]]_]_]_ , 230 )
( [][[_[[_[]]_]_]_]_ , 133 )
( [][[_[[[]_]_]_]_]_ , 76 )
( [][[_[[_[]_]_]_]_]_ , 243 )
( [][[_[_[_[]]_]_]_]_ , 189 )
( [][[_[_[[]_]_]_]_]_ , 157 )
( [][[_[_[_[]_]_]_]_]_ , 330 )
( [][[_[_[][]]_]_]_ , 43 )
( [][[_[[][[]_]_]_]_]_ , 3 )
( [][[_[_[]_[]_]_]_]_ , 47 )
( [][[_[_[_[_[]_]]]_]_]_ , 15 )
( [][[_[_[_[_[]]]]_]_]_ , 3 )
( [][[_[_[_[[]_]]]_]_]_ , 3 )
( [][[_[_[_[_[]_]_]]_]_]_ , 3 )
( [][[_[[[][]_]_]_]_]_ , 3 )
( [][[_[[[]_[]_]_]_]_]_ , 3 )
( [][[_[[_[_[]_]]_]_]_]_ , 23 )
( [][[_[[[_[]]_]_]_]_]_ , 18 )
( [][[_[[[[]_]_]_]_]_]_ , 3 )
( [][[_[[[_[]_]_]_]_]_]_ , 15 )
( [][[_[[_[_[]]_]_]_]_]_ , 6 )
( [][[_[[_[[]_]_]_]_]_]_ , 3 )
( [][[_[[_[_[]_]_]_]_]_]_ , 7 )
( [][[_[_[_[_[]_]]_]_]_]_ , 19 )
( [][[_[[_[_[]]]_]_]_]_ , 4 )
( [][[_[[_[[]_]]_]_]_]_ , 4 )
( [][[_[_[][_[]]]_]_]_ , 4 )
( [][[_[_[][_[]_]]_]_]_ , 2 )
( [][[_[_[_[[]_]_]]_]_]_ , 4 )
( [][[_[_[_[_[]]]_]_]_]_ , 2 )
( [][[_[_[_[[]_]]_]_]_]_ , 2 )
( [][[_[_[_[_[]_]_]_]_]_]_ , 2 )
( [][[[_[][]_][]_]_]_ , 1 )
( [][[[_[]][]_]_]_ , 16 )
( [][[[[]_][]_]_]_ , 7 )
( [][[[[_[]]_][]_]_]_ , 1 )
( [][[[[[]_]_][]_]_]_ , 3 )
( [][[[[_[]_]_][]_]_]_ , 2 )
( [][[[_[]_][]_]_]_ , 40 )
( [][[[_[_[]]_][]_]_]_ , 4 )
( [][[[_[[]_]_][]_]_]_ , 3 )
( [][[[_[_[]_]_][]_]_]_ , 2 )
( [][[[_[][]_]_[]_]_]_ , 1 )
( [][[[_[]]_[]_]_]_ , 15 )
( [][[[[]_]_[]_]_]_ , 8 )
( [][[[[_[]]_]_[]_]_]_ , 1 )
( [][[[[[]_]_]_[]_]_]_ , 3 )
( [][[[[_[]_]_]_[]_]_]_ , 2 )
( [][[[_[]_]_[]_]_]_ , 45 )
( [][[[_[_[]]_]_[]_]_]_ , 3 )
( [][[[_[[]_]_]_[]_]_]_ , 2 )
( [][[[_[_[]_]_]_[]_]_]_ , 2 )
( [][[_[_[][]]_[]_]_]_ , 1 )
( [][[_[_[][]]]_]_ , 8 )
( [][[_[[][]_]]_]_ , 15 )
( [][[_[[]_[]_]]_]_ , 17 )
( [][[_[_[][]_]]_]_ , 37 )
( [][[_[_[]_[]_]]_]_ , 48 )
( [][[_[[]_[]]]_]_ , 9 )
( [][[_[_[_[]]]]_]_ , 7 )
( [][[_[_[[]_]]]_]_ , 16 )
( [][[_[_[_[]_]]]_]_ , 28 )
( [][[_[[_[]_]_]]_]_ , 49 )
( [][[_[_[[]_]_]]_]_ , 67 )
( [][[[_[][]_]_]_]_ , 57 )
( [][[[_[]]_]_]_ , 70 )
( [][[[[]_]_]_]_ , 52 )
( [][[[[_[]]_]_]_]_ , 18 )
( [][[[[[]_]_]_]_]_ , 20 )
( [][[[[_[]_]_]_]_]_ , 22 )
( [][[[_[]_]_]_]_ , 336 )
( [][[[_[_[]]_]_]_]_ , 135 )
( [][[[_[[]_]_]_]_]_ , 93 )
( [][[[_[_[]_]_]_]_]_ , 229 )
( [][[[[][]_]_]_]_ , 16 )
( [][[[[]_[]_]_]_]_ , 15 )
( [][[[_[]_[]_]_]_]_ , 66 )
( [][[[_[_[]_]]_]_]_ , 47 )
( [][[[_[_[][]]_]_]_]_ , 5 )
( [][[[_[][]]_]_]_ , 14 )
( [][[[_[]_[]]_]_]_ , 20 )
( [][[[_[_[]_]_[]]_]_]_ , 2 )
( [][[[_[_[]]_[]]_]_]_ , 2 )
( [][[[_[][]_[]]_]_]_ , 1 )
( [][[[_[[]_]_[]]_]_]_ , 1 )
( [][[[[_[]]_[]_]_]_]_ , 1 )
( [][[[[[]_]_[]_]_]_]_ , 3 )
( [][[[[_[]_]_[]_]_]_]_ , 2 )
( [][[[[_[]][]_]_]_]_ , 2 )
( [][[[[[]_][]_]_]_]_ , 6 )
( [][[[[_[]_][]_]_]_]_ , 4 )
( [][[[_[][[]_]_]_]_]_ , 3 )
( [][[[_[_[]_]_[]_]_]_]_ , 1 )
( [][[[_[][_[]_]_]_]_]_ , 1 )
( [][[[_[_[]]_[]_]_]_]_ , 3 )
( [][[[_[[]_]_[]_]_]_]_ , 3 )
( [][[[_[_[]_][]_]_]_]_ , 2 )
( [][[[_[]_[[]_]_]_]_]_ , 1 )
( [][[[[]_[]]_]_]_ , 6 )
( [][[[[_[]]_[]]_]_]_ , 1 )
( [][[[[[]_]_[]]_]_]_ , 3 )
( [][[[[_[]_]_[]]_]_]_ , 2 )
( [][[[_[[]_]]_]_]_ , 18 )
( [][[[_[_[]]]_]_]_ , 15 )
( [][[[_[_[]_[]]_]_]_]_ , 1 )
( [][[[_[[]_[]_]_]_]_]_ , 3 )
( [][[[_[[][]_]_]_]_]_ , 4 )
( [][[[_[_[][]_]_]_]_]_ , 2 )
( [][[[_[[]_[]]_]_]_]_ , 1 )
( [][[[_[_[_[]]]_]_]_]_ , 8 )
( [][[[_[_[[]_]]_]_]_]_ , 3 )
( [][[[_[_[_[]_]]_]_]_]_ , 17 )
( [][[[_[[_[]]_]_]_]_]_ , 14 )
( [][[[_[[[]_]_]_]_]_]_ , 5 )
( [][[[_[[_[]_]_]_]_]_]_ , 12 )
( [][[[_[_[_[]]_]_]_]_]_ , 14 )
( [][[[_[_[[]_]_]_]_]_]_ , 5 )
( [][[[_[_[_[]_]_]_]_]_]_ , 11 )
( [][[[_[_[]_[]_]_]_]_]_ , 1 )
( [][[_[[][]]_]_]_ , 2 )
( [][_[_[]]_]_ , 858 )
( [][_[[]_]_]_ , 763 )
( [][_[_[]_]_]_ , 3977 )
( [][_[_[_[]]]_]_ , 267 )
( [][_[_[[]_]]_]_ , 306 )
( [][_[_[_[]_]]_]_ , 797 )
( [][_[_[_[]]_]_]_ , 1655 )
( [][_[_[[]_]_]_]_ , 1362 )
( [][_[_[][]_]_]_ , 881 )
( [][_[[_[]]_]_]_ , 295 )
( [][_[[[]_]_]_]_ , 205 )
( [][_[[_[]_]_]_]_ , 694 )
( [][_[_[_[]_]_]_]_ , 4362 )
( [][_[_[][]]_]_ , 180 )
( [][_[_[]_[]]_]_ , 546 )
( [][_[[][]_]_]_ , 239 )
( [][_[[]_[]]_]_ , 130 )
( [][_[[]_[]_]_]_ , 422 )
( [][_[_[]_[]_]_]_ , 1888 )
( [][_[_[_[][]]_]_]_ , 135 )
( [][_[_[_[]_[]]]_]_ , 52 )
( [][_[_[[]_[]_]]_]_ , 27 )
( [][_[_[[][]_]]_]_ , 28 )
( [][_[_[_[][]_]]_]_ , 44 )
( [][_[_[[]_[]]]_]_ , 21 )
( [][_[_[_[_[]]]]_]_ , 45 )
( [][_[_[_[[]_]]]_]_ , 26 )
( [][_[_[_[_[]_]]]_]_ , 102 )
( [][_[_[[_[]]_]]_]_ , 22 )
( [][_[_[[[]_]_]]_]_ , 30 )
( [][_[_[[_[]_]_]]_]_ , 46 )
( [][_[_[_[_[]]_]]_]_ , 111 )
( [][_[_[_[[]_]_]]_]_ , 89 )
( [][_[_[_[_[]_]_]]_]_ , 236 )
( [][_[_[_[]_]_[]]_]_ , 146 )
( [][_[_[_[]]_[]]_]_ , 122 )
( [][_[_[][]_[]]_]_ , 45 )
( [][_[_[[]_]_[]]_]_ , 105 )
( [][_[[_[]]_[]_]_]_ , 34 )
( [][_[[[]_]_[]_]_]_ , 41 )
( [][_[[_[]_]_[]_]_]_ , 35 )
( [][_[[_[]][]_]_]_ , 18 )
( [][_[[[]_][]_]_]_ , 33 )
( [][_[[_[]_][]_]_]_ , 43 )
( [][_[_[][[]_]_]_]_ , 63 )
( [][_[_[_[]_]_[]_]_]_ , 257 )
( [][_[_[][_[]_]_]_]_ , 124 )
( [][_[_[_[]]_[]_]_]_ , 216 )
( [][_[_[[]_]_[]_]_]_ , 259 )
( [][_[_[_[]_][]_]_]_ , 170 )
( [][_[_[]_[[]_]_]_]_ , 85 )
( [][_[[_[]]_[]]_]_ , 4 )
( [][_[[[]_]_[]]_]_ , 12 )
( [][_[[_[]_]_[]]_]_ , 8 )
( [][_[_[_[]_[]]_]_]_ , 111 )
( [][_[_[[]_[]_]_]_]_ , 124 )
( [][_[_[[][]_]_]_]_ , 130 )
( [][_[_[_[][]_]_]_]_ , 116 )
( [][_[_[[]_[]]_]_]_ , 94 )
( [][_[_[_[_[]]]_]_]_ , 239 )
( [][_[_[_[[]_]]_]_]_ , 277 )
( [][_[_[_[_[]_]]_]_]_ , 632 )
( [][_[_[[_[]]_]_]_]_ , 352 )
( [][_[_[[[]_]_]_]_]_ , 163 )
( [][_[_[[_[]_]_]_]_]_ , 595 )
( [][_[_[_[_[]]_]_]_]_ , 439 )
( [][_[_[_[[]_]_]_]_]_ , 396 )
( [][_[_[_[_[]_]_]_]_]_ , 785 )
( [][_[_[_[]_[]_]_]_]_ , 97 )
( [][_[_[][][]]_]_ , 4 )
( [][_[_[][_[]]]_]_ , 24 )
( [][_[_[][_[]_]]_]_ , 12 )
( [][_[_[_[]][]]_]_ , 4 )
( [][_[_[_[]_][]]_]_ , 9 )
( [][_[_[]_[_[]]]_]_ , 28 )
( [][_[_[]_[_[]_]]_]_ , 54 )
( [][_[[][[]_]_]_]_ , 39 )
( [][_[[][_[]_]_]_]_ , 58 )
( [][_[[]_[[]_]_]_]_ , 28 )
( [][_[[][]_[]_]_]_ , 31 )
( [][_[_[][]_[]_]_]_ , 70 )
( [][_[_[_[]][]_]_]_ , 80 )
( [][_[_[[]_][]_]_]_ , 115 )
( [][_[[][][]]_]_ , 4 )
( [][_[[]_[_[]]]_]_ , 12 )
( [][_[[]_[_[]_]]_]_ , 22 )
( [][_[_[_[][]]]_]_ , 16 )
( [][_[_[[][[]_]_]]_]_ , 2 )
( [][_[_[_[]_[]_]]_]_ , 60 )
( [][_[_[_[_[_[]_]]]]_]_ , 10 )
( [][_[_[_[_[_[]]]]]_]_ , 2 )
( [][_[_[_[_[[]_]]]]_]_ , 2 )
( [][_[_[_[_[_[]_]_]]]_]_ , 3 )
( [][_[_[[[][]_]_]]_]_ , 2 )
( [][_[_[[[]_[]_]_]]_]_ , 2 )
( [][_[_[[_[_[]_]]_]]_]_ , 2 )
( [][_[_[[[_[]]_]_]]_]_ , 12 )
( [][_[_[[[[]_]_]_]]_]_ , 2 )
( [][_[_[[[_[]_]_]_]]_]_ , 10 )
( [][_[_[[_[_[]]_]_]]_]_ , 4 )
( [][_[_[[_[[]_]_]_]]_]_ , 2 )
( [][_[_[[_[_[]_]_]_]]_]_ , 2 )
( [][_[_[_[_[_[]_]]_]]_]_ , 29 )
( [][_[_[]_[]_[]]_]_ , 32 )
( [][_[_[_[][]]_[]]_]_ , 3 )
( [][_[[]_[]_[]_]_]_ , 17 )
( [][_[[]_[_[]]_]_]_ , 40 )
( [][_[[]_[_[]_]_]_]_ , 45 )
( [][_[[][][]_]_]_ , 14 )
( [][_[[]_[][]_]_]_ , 22 )
( [][_[[][_[]]_]_]_ , 29 )
( [][_[_[][][]_]_]_ , 64 )
( [][_[_[][_[]]_]_]_ , 84 )
( [][_[_[]_[]_[]_]_]_ , 30 )
( [][_[_[]_[_[]]_]_]_ , 99 )
( [][_[_[]_[_[]_]_]_]_ , 130 )
( [][_[_[]_[][]_]_]_ , 30 )
( [][_[_[_[]][_[]_]_]_]_ , 4 )
( [][_[_[[]_][_[]_]_]_]_ , 12 )
( [][_[_[_[]_][_[]_]_]_]_ , 13 )
( [][_[_[_[]]_[_[]_]_]_]_ , 4 )
( [][_[_[[]_]_[_[]_]_]_]_ , 4 )
( [][_[[][]_[]]_]_ , 21 )
( [][_[[]_[]_[]]_]_ , 12 )
( [][_[_[[][]]]_]_ , 12 )
( [][_[_[[][[]_]_]_]_]_ , 4 )
( [][_[_[_[_[_[]_]]]_]_]_ , 20 )
( [][_[_[_[_[_[]]]]_]_]_ , 4 )
( [][_[_[_[_[[]_]]]_]_]_ , 4 )
( [][_[_[_[_[_[]_]_]]_]_]_ , 4 )
( [][_[_[[[][]_]_]_]_]_ , 4 )
( [][_[_[[[]_[]_]_]_]_]_ , 4 )
( [][_[_[[_[_[]_]]_]_]_]_ , 54 )
( [][_[_[[[_[]]_]_]_]_]_ , 24 )
( [][_[_[[[[]_]_]_]_]_]_ , 4 )
( [][_[_[[[_[]_]_]_]_]_]_ , 20 )
( [][_[_[[_[_[]]_]_]_]_]_ , 8 )
( [][_[_[[_[[]_]_]_]_]_]_ , 4 )
( [][_[_[[_[_[]_]_]_]_]_]_ , 14 )
( [][_[_[_[_[_[]_]]_]_]_]_ , 44 )
( [][_[_[[_[_[]]]_]_]_]_ , 10 )
( [][_[_[[_[[]_]]_]_]_]_ , 10 )
( [][_[_[_[][_[]]]_]_]_ , 10 )
( [][_[_[_[][_[]_]]_]_]_ , 5 )
( [][_[_[_[_[[]_]_]]_]_]_ , 13 )
( [][_[_[_[_[_[]]]_]_]_]_ , 5 )
( [][_[_[_[_[[]_]]_]_]_]_ , 5 )
( [][_[_[_[_[_[]_]_]_]_]_]_ , 5 )
( [][_[[[][]_]_]_]_ , 21 )
( [][_[[[]_[]_]_]_]_ , 22 )
( [][_[[_[_[]_]]_]_]_ , 91 )
( [][_[[[_[]]_]_]_]_ , 46 )
( [][_[[[[]_]_]_]_]_ , 29 )
( [][_[[[_[]_]_]_]_]_ , 77 )
( [][_[[_[_[]]_]_]_]_ , 105 )
( [][_[[_[[]_]_]_]_]_ , 75 )
( [][_[[_[_[]_]_]_]_]_ , 216 )
( [][_[[_[_[]]]_]_]_ , 27 )
( [][_[[_[[]_]]_]_]_ , 27 )
( [][_[[][]]_]_ , 29 )
( [][_[][]_[]_[]]_ , 24 )
( [][_[][]_[][]]_ , 12 )
( [][_[][][][]]_ , 14 )
( [][_[][_[]_]_[]]_ , 84 )
( [][_[][_[]][]]_ , 14 )
( [][_[_[]][][_[]_]]_ , 1 )
( [][_[_[]][_[]][]]_ , 2 )
( [][_[_[]][_[]_][]]_ , 1 )
( [][_[[]_][]_[]]_ , 8 )
( [][_[_[]_][]_[]]_ , 18 )
( [][_[_[_[]]][][]]_ , 2 )
( [][_[_[[]_]][][]]_ , 6 )
( [][_[_[_[]_]][][]]_ , 6 )
( [][_[_[_[]]_][][]]_ , 2 )
( [][_[_[[]_]_][][]]_ , 2 )
( [][_[[][[]_]_][]]_ , 1 )
( [][_[[[][]_]_][]]_ , 1 )
( [][_[[[]_[]_]_][]]_ , 1 )
( [][_[[_[_[]_]]_][]]_ , 1 )
( [][_[[[_[]]_]_][]]_ , 6 )
( [][_[[[[]_]_]_][]]_ , 1 )
( [][_[[[_[]_]_]_][]]_ , 5 )
( [][_[[_[_[]]_]_][]]_ , 2 )
( [][_[[_[[]_]_]_][]]_ , 1 )
( [][_[[_[_[]_]_]_][]]_ , 1 )
( [][_[_[_[_[]_]]_][]]_ , 1 )
( [][_[]_[_[[]_]_][]]_ , 4 )
( [][_[]_[_[[_[]_]_]_]]_ , 8 )
( [][_[_[]_]_[][]]_ , 18 )
( [][_[_[_[]]]_[_[]_]]_ , 1 )
( [][_[_[[]_]]_[_[]_]]_ , 3 )
( [][_[_[_[]_]]_[_[]_]]_ , 3 )
( [][_[_[_[]]_]_[_[]_]]_ , 1 )
( [][_[_[[]_]_]_[_[]_]]_ , 1 )
( [][_[_[_[]_[]]]_[]]_ , 1 )
( [][_[_[[]_[]_]]_[]]_ , 1 )
( [][_[_[[][]_]]_[]]_ , 2 )
( [][_[_[_[][]_]]_[]]_ , 1 )
( [][_[_[[]_[]]]_[]]_ , 1 )
( [][_[_[_[_[]]]]_[]]_ , 6 )
( [][_[_[_[[]_]]]_[]]_ , 1 )
( [][_[_[_[_[]_]]]_[]]_ , 5 )
( [][_[_[[_[]]_]]_[]]_ , 2 )
( [][_[_[[[]_]_]]_[]]_ , 3 )
( [][_[_[[_[]_]_]]_[]]_ , 2 )
( [][_[_[_[_[]]_]]_[]]_ , 2 )
( [][_[_[_[[]_]_]]_[]]_ , 1 )
( [][_[_[_[_[]_]_]]_[]]_ , 1 )
( [][_[]_[][][_[]_]]_ , 1 )
( [][_[]_[][_[]][]]_ , 2 )
( [][_[]_[][_[]_][]]_ , 1 )
( [][_[]_[_[_[]]]_[]]_ , 1 )
( [][_[]_[_[[]_]]_[]]_ , 1 )
( [][_[]_[_[_[]_]_]_[]]_ , 1 )
( [][_[]_[]_[[_[]_]_]]_ , 1 )
( [][_[]_[_[_[]_][]_]]_ , 1 )
( [][_[]_[_[_[]_[]]]]_ , 1 )
( [][_[]_[_[[]_[]_]]]_ , 3 )
( [][_[]_[_[[][]_]]]_ , 4 )
( [][_[]_[_[[]_[]]]]_ , 1 )
( [][_[]_[_[[_[]]_]]]_ , 5 )
( [][_[]_[_[_[_[]]_]]]_ , 6 )
( [][_[]_[_[_[[]_]_]]]_ , 4 )
( [][_[]_[_[_[_[]_]_]]]_ , 7 )
( [][_[]_[_[_[]_[]_]]]_ , 3 )
( [][_[]_[_[_[][]_]]]_ , 2 )
( [][_[]_[_[[[]_]_]]]_ , 3 )
( [][_[]_[_[_[[]_]_]_]]_ , 6 )
( [][_[]_[_[_[]_[]]_]]_ , 3 )
( [][_[]_[_[[][]]_]]_ , 4 )
( [][_[]_[_[[[]_]_]_]]_ , 4 )
( [][_[]_[_[_[_[]]_]_]]_ , 11 )
( [][_[]_[_[_[_[]_]_]_]]_ , 10 )
( [][_[]_[_[_[][]]_]]_ , 2 )
( [][_[]_[_[[][]_]_]]_ , 4 )
( [][_[]_[_[[]_[]_]_]]_ , 3 )
( [][_[]_[_[_[][]_]_]]_ , 2 )
( [][_[]_[_[_[]_[]_]_]]_ , 1 )
( [][_[]_[_[[]_[]]_]]_ , 3 )
( [][_[]_[_[_[_[]]]_]]_ , 2 )
( [][_[]_[_[_[[]_]]_]]_ , 2 )
( [][_[]_[_[_[_[]_]]_]]_ , 3 )
( [][_[]_[_[[_[]]_]_]]_ , 2 )
( [][_[_[]]_[[_[]_]_]]_ , 1 )
( [][_[_[_[]]]_[]_[]]_ , 1 )
( [][_[_[[]_]]_[]_[]]_ , 3 )
( [][_[_[_[]_]]_[]_[]]_ , 3 )
( [][_[_[_[]]_]_[]_[]]_ , 1 )
( [][_[_[[]_]_]_[]_[]]_ , 1 )
( [][_[][][][_[]_]]_ , 2 )
( [][_[][][_[]][]]_ , 4 )
( [][_[][][_[]_][]]_ , 2 )
( [][_[][_[]]_[]]_ , 45 )
( [][_[][_[_[]_]]_[]]_ , 10 )
( [][_[][_[_[]]]_[]]_ , 2 )
( [][_[][_[[]_]]_[]]_ , 2 )
( [][_[][_[_[]_]_]_[]]_ , 2 )
( [][_[][]_[[_[]_]_]]_ , 2 )
( [][_[][_[_[]_[]_]]]_ , 6 )
( [][_[][_[_[][]_]]]_ , 4 )
( [][_[][_[[[]_]_]]]_ , 6 )
( [][_[][_[[_[]]_]_]]_ , 4 )
( [][[[]_]_[][]_]_ , 33 )
( [][[[]_]_[]_[]_]_ , 50 )
( [][[[]_]_[]_]_ , 202 )
